index,text_id,text
302,0x7D4,Icy
303,0x7D5,Ebon
304,0x7D7,Fiery
305,0x7D6,Shocking
306,0x96E,Zealous
307,0x971,Vampiric
308,0x974,Sundering
309,0x969,Barbed
310,0x96A,Crippling
311,0x96B,Cruel
312,0x975,Poisonous
313,0x96C,Silencing
314,0x96F,Furious
315,0x187CA,
316,0x187CA,
317,0x187CA,
318,0x187CA,
319,0x187CA,
320,0x187CA,
321,0x977,Defense
322,0x97D,Warding
323,0x97B,Shelter
324,0x978,Enchanting
325,0x979,Fortitude
326,0x85A,Dagger Mastery
327,0x969,Barbed
328,0x96A,Crippling
329,0x96C,Silencing
330,0x187CA,
331,0x187CA,
332,0x187CA,
333,0x187CA,
334,0x187CA,
335,0x187CA,
336,0x187CA,
337,0xDB9C,Valor
338,0xDB98,Endurance
339,0xDB99,Mastery
340,0xDB97,Devotion
341,0xDB9C,Valor
342,0xDB98,Endurance
343,0x187CA,
344,0x187CA,
345,0x187CA,
346,0x187CA,
347,0xD705,Sentinel's
348,0xDB72,"""I have the power!"""
349,0xDB96,Aptitude
350,0xDB73,"""Let the Memory Live Again"""
351,0xDB9A,Memory
352,0xDB9B,Quickening
353,0x979,Fortitude
354,0xDB97,Devotion
355,0xDBA8,"""Too Much Information"""
356,0xDBA9,"""Guided by Fate"""
357,0xDBAA,"""Strength and Honor"""
358,0xDBAB,"""Vengeance is Mine"""
359,0xDBAC,"""Don't Fear the Reaper"""
360,0xDBAD,"""Dance with Death"""
361,0xDBAE,"""Brawn over Brains"""
362,0xDBAF,"""To the Pain!"""
363,0x7D4,Icy
364,0x7D5,Ebon
365,0x7D7,Fiery
366,0x7D6,Shocking
367,0x96E,Zealous
368,0x96E,Zealous
369,0x971,Vampiric
370,0x971,Vampiric
371,0x974,Sundering
372,0x969,Barbed
373,0x96A,Crippling
374,0x96B,Cruel
375,0x975,Poisonous
376,0x972,Heavy
377,0x96F,Furious
378,0x974,Sundering
379,0x969,Barbed
380,0x96A,Crippling
381,0x96B,Cruel
382,0x975,Poisonous
383,0x96C,Silencing
384,0x96F,Furious
385,0x972,Heavy
386,0x187CA,
387,0x187CA,
388,0x187CA,
389,0x187CA,
390,0x187CA,
391,0x187CA,
392,0x977,Defense
393,0x97D,Warding
394,0x97B,Shelter
395,0x978,Enchanting
396,0x979,Fortitude
397,0x8F22,Scythe Mastery
398,0x977,Defense
399,0x97D,Warding
400,0x97B,Shelter
401,0x978,Enchanting
402,0x979,Fortitude
403,0x8F20,Spear Mastery
404,0x187CA,
405,0x187CA,
406,0x187CA,
407,0x187CA,
408,0x187CA,
409,0x187CA,
410,0x187CA,
411,0x187CA,
412,0x187CA,
413,0x187CA,
414,0x187CA,
415,0x187CA,
416,0x187CA,
417,0x187CA,
418,0x187CA,
419,0x187CA,
420,0x187CA,
421,0x187CA,
422,0x187CA,
423,0x187CA,
424,0x187CA,
425,0x187CA,
426,0x187CA,
427,0x187CA,
428,0x187CA,
429,0x187CA,
430,0x187CA,
431,0x187CA,
432,0x187CA,
433,0x187CA,
434,0x187CA,
435,0x187CA,
436,0x187CA,
437,0x187CA,
438,0xDB87,"""Ignorance is Bliss"""
439,0xDB88,"""Life is Pain"""
440,0xDB89,"""Man for All Seasons"""
441,0xDB8A,"""Survival of the Fittest"""
442,0xDB8B,"""Might makes Right"""
443,0xDB8C,"""Knowing is Half the Battle."""
444,0xDB8D,"""Faith is My Shield"""
445,0xDB8E,"""Down But Not Out"""
446,0xDB8F,"""Hail to the King"""
447,0xDB90,"""Be Just and Fear Not"""
448,0xDB91,"""Live for Today"""
449,0xDB92,"""Serenity Now"""
450,0xDB93,"""Forget Me Not"""
451,0xDB74,"""Not the face!"""
452,0xDB75,"""Leaf on the Wind"""
453,0xDB76,"""Like a Rolling Stone"""
454,0xDB77,"""Riders on the Storm"""
455,0xDB78,"""Sleep Now in the Fire"""
456,0xDB79,"""Through Thick and Thin"""
457,0xDB7A,"""The Riddle of Steel"""
458,0xDB7F,"""Fear Cuts Deeper"""
459,0xDB80,"""I Can See Clearly Now"""
460,0xDB81,"""Swift as the Wind"""
461,0xDB82,"""Strength of Body"""
462,0xDB83,"""Cast Out the Unclean"""
463,0xDB84,"""Pure of Heart"""
464,0xDB85,"""Soundness of Mind"""
465,0xDB86,"""Only the Strong Survive"""
466,0xDB7B,"""Luck of the Draw"""
467,0xDB7C,"""Sheltered by Faith"""
468,0xDB7D,"""Nothing to Fear"""
469,0xDB7E,"""Run For Your Life!"""
470,0xDBA7,"""Master of My Domain"""
471,0xDBB2,"""Aptitude not Attitude"""
472,0xDBB3,"""Seize the Day"""
473,0xDBB4,"""Have Faith"""
474,0xDBB5,"""Hale and Hearty"""
475,0xDBB6,"""Don't call it a comeback!"""
476,0xDBB7,"""I am Sorrow."""
477,0xDBB0,"""Don't Think Twice"""
478,0xD70B,Vanguard's
479,0xD709,Infiltrator's
480,0xD70A,Saboteur's
481,0xD70C,Nightstalker's
482,0xD6F3,Artificer's
483,0xD6F2,Prodigy's
484,0xD6F4,Virtuoso's
485,0xD6E4,Radiant
486,0xD6E3,Survivor
487,0xD6E6,Stalwart
488,0xD6E9,Brawler's
489,0xD6E7,Blessed
490,0xD6E8,Herald's
491,0xD6E5,Sentry's
492,0xD6FA,Tormentor's
493,0xD6F8,Undertaker's
494,0xD6FC,Bonelace
495,0xD6F9,Minion Master's
496,0xD6FB,Blighter's
497,0xD6ED,Prismatic
498,0xD6F1,Hydromancer
499,0xD6EF,Geomancer
500,0xD6F0,Pyromancer
501,0xD6EE,Aeromancer
502,0xD6F6,Wanderer's
503,0xD6F7,Disciple's
504,0xD6F5,Anchorite's
505,0xD704,Knight's
506,0xD703,Dreadnought
507,0xD705,Sentinel's
508,0xD6FE,Frostbound
509,0xD700,Earthbound
510,0xD6FD,Pyrebound
511,0xD6FF,Stormbound
512,0xD702,Beastmaster's
513,0xD701,Scout's
514,0xD6EC,Windwalker
515,0xD6EB,Forsaken
516,0xD706,Shaman's
517,0xD708,Ghost Forge
518,0xD707,Mystic's
519,0xD6EA,Centurion's
520,0xDAEE,Lieutenant's
521,0xDAF0,Stonefist
522,0xDAEF,Bloodstained
523,0x7D7,Fiery
524,0x7D6,Shocking
525,0x7D4,Icy
526,0x7D5,Ebon
527,0xDB95,Swift
528,0xDB94,Adept
529,0xD70D,Attunement
530,0xD70E,Vitae
531,0xD70F,Recovery
532,0xD710,Restoration
533,0xD711,Clarity
534,0xD712,Purity
535,0xDB96,Aptitude
536,0x979,Fortitude
537,0xDB97,Devotion
538,0xDB9C,Valor
539,0xDB98,Endurance
540,0x97C,Swiftness
541,0x187CA,
542,0x7B80,"""Show me the money!"""
543,0x7B81,"""Measure for Measure"""
544,0x187CA,
545,0x187CA,
546,0x187CA,
547,0x187CA,
548,0x187CA,
549,0x187CA,
550,0x187CA,
551,0x187CA,
552,0x187CA,
553,0x187CA,
554,0x187CA,
555,0x187CA,
556,0x187CA,
557,0x187CA,
558,0x187CA,
